-26.51,
31.8,
78,
101.68,
23.69,
62.61,
-26.63,
-26.94,
66.61,
67.35,
-26.51,
-8.19,
19.88,
-26.75,
9.7,
49.69,
-26.41,
116.02,
-27.49,
55.13,
-9.54,
22.76,
59.46,
8.78,
-25.99,
51.64,
-27.57,
-26.74,
10.73,
-26.11,
32.54,
94.56,
5.72,
23.35,
17.35,
56.86,
-13.24,
-3.42,
13.11,
29.99,
-27.63,
-26.29,
42.93,
-27.4,
33.82,
63.85,
15.17,
-26.71,
52.48,
30.02,
68.86,
41.32,
30.64,
9.67,
99.48,
77.36,
60.63,
-26.21,
-26.09,
-27.43,
37.94,
11.84,
-26.49,
5.94,
43.46,
13.22,
14.41,
-3.74,
25.44,
41.01,
42.22,
34.05,
43.3,
29.41,
25.02,
74.44,
21.83,
48.17,
57.31,
51.37,
59.23,
52.23,
80.09,
69.16,
26.98,
38.37,
18.22,
39.12,
67.36,
65.34,
11.09,
12.02,
34.83,
59.68,
13.23,
-41.17,
41.89,
17.7,
-82.05,
6.2,23.9911
32.55,24.5817
52.65,24.7902
36.05,24.3707
-39.26,22.9613
52.17,23.2461
91.9,23.539
42.25,24.2278
32.11,24.8183
48.54,24.6376
26,24.2241
53.04,25.0196
-19.91,24.9024
-80.81,23.8955
42.4,24.587
13.4,24.624
50.93,24.6364
45.76,25.3581
22.78,24.4257
123.47,25.9353
22.48,25.6088
36.89,26.0731
41.88,26.2643
26.78,25.9375
47.06,26.3203
4.76,26.6278
70.07,26.8121
-27.96,26.8082
49.7,27.5726
-18.76,27.2777
74.21,28.2809
31.79,28.2734
58.09,27.9087
30.3,28.1545
15.46,28.0756
49.38,28.3959
9.58,27.9231
11.96,28.1751
8.42,28.2935
-5.68,28.1056
3.58,27.8415
71.44,28.8322
78.79,29.883
-34.4,29.1097
-111.91,28.2646
9.59,28.0223
74.44,28.1282
-1.95,27.957
37.83,28.6024
30.29,28.3805
29.04,28.3707
42.98,28.1119
36.43,28.063
9.24,27.849
61.39,28.3662
54.75,27.9189
83.52,27.9805
96.57,28.3399
45.69,29.0589
66.41,29.9839
14.56,30.4038
-0.59,30.0185
3.58,29.9359
31.51,30.5159
49.15,30.948
40.95,30.9229
-10.89,30.6818
29.56,30.8333
25.66,31.1273
21.64,31.0893
45.53,31.1345
-13.29,30.5794
60.21,30.841
55.37,30.9617
64.55,31.3131
42.47,31.4876
68.25,31.4257
-55.71,30.6503
38.5,30.5536
130.28,31.2833
78.79,31.5575
-26.37,30.7015
-26.85,29.9107
-90.22,28.2076
50.66,28.0226
12.25,27.8753
10.99,27.6015
-6.53,27.354
57.44,27.5372
36.56,27.2292
44.65,27.0223
25.75,27.1689
4.95,27.0982
36.51,27.115
42.8,26.9462
-45.63,26.3576
-44.17,26.3276
33.37,26.2424
83.24,26.8978
202.29,29.7412
28.04,29.9596
64.36,30.2777
234.41,32.0953
3.06,31.7654
27.46,32.4326
37.3,32.2839
65.82,32.0231
50.19,32.1025
-49.5,31.2864
12.29,30.9239
53.61,31.2
-88.15,29.7881
11.13,30.0985
57.75,31.4841
55.25,31.6126
-91.46,30.564
76.43,30.819
4.17,30.4031
61.56,30.7909
49.45,30.0507
210.56,31.9315
-18.92,31.3734
32.08,31.2754
1.69,31.0245
59.45,31.1484
72.36,31.8244
64.34,31.7671
-21.26,31.8341
-113.54,30.2017
59.01,30.9794
-55.81,29.6792
-59.28,28.7685
50.74,28.695
55.78,28.9498
56.33,29.3585
68.2,29.5467
-16.31,29.2878
-40.2,28.7662
14.51,28.8271
244.03,31.3242
58.02,31.8686
53.11,31.6853
45.3,31.3504
83.72,32.5316
166.79,35.3186
49.59,35.7186
106.01,36.0343
-90.28,35.151
35.97,35.1324
41.35,35.243
83.5,35.7876
-3.47,35.3231
209.6,37.0548
60.95,37.5719
-61.31,36.3449
3.89,35.8363
107.48,36.0759
30.21,35.4123
-74.52,34.2102
37.3,33.9191
-38.99,33.3836
73.7,34.1265
63.3,34.7237
21.04,34.619
62.88,34.7563
61.4,34.9608
63.65,35.7062
82.48,36.2354
71.73,36.6961
-6.22,36.4175
-2.81,35.9341
6.36,36.1306
-29.17,35.2368
3.22,34.7153
48.35,34.5533
200.36,36.1322
-34.25,35.1072
54,36.2043
57.88,36.3981
45.21,35.5474
100.4,35.7635
-64.96,35.3776
47.95,36.1256
-38.72,36.6406
55.42,36.6882
71.98,37.2855
27.41,37.4497
48.17,37.9967
-178.9,35.6333
46.12,35.7289
107.56,36.358
71.78,36.8183
46.3,37.2318
-116.9,35.6977
72.55,35.9952
-4.85,36.403
-44.62,36.3985
58.52,36.65
-18.36,35.634
23.17,33.8428
68.48,34.2472
16.14,33.765
38.39,31.8048
39.66,32.1708
92.29,32.8191
8.02,32.5263
77.68,32.6449
40.96,32.5526
-74.94,32.2982
34.22,32.5175
-17.2,31.8094
-39.49,32.296
75.02,32.9349
33.81,32.6955
-5.16,32.0914
4.66,33.0526
49.77,32.786
26.66,33.0109
-5.31,32.3422
29.05,32.1382
21.07,30.2433
89.04,31.3229
57.55,31.5776
-89.76,30.6631
43.37,30.5023
60.9,30.3877
-162.25,28.1218
-103.97,27.2947
46.83,28.8984
44.48,28.7531
6.79,29.3791
59.4,30.5659
-26.39,29.7946
52.61,29.7629
23.8,29.4376
-8.64,28.6692
27.32,29.1055
-108.85,28.419
-12.96,28.1443
36.31,26.0671
71.85,26.2054
-135.99,24.3144
79.48,24.6562
-84.71,22.9719
47.79,21.7819
77.71,22.0631
52.56,21.5286
11.17,22.5431
68.15,22.8649
20.29,22.6543
-67.19,21.1474
96.45,22.1466
34.55,20.3961
-126.02,18.5264
79.58,19.9353
68.09,20.5773
63.24,20.1349
49.2,20.3248
74.36,21.8136
52.92,21.9698
42.26,22.7823
64.07,22.686
87.79,22.9309
44.85,23.169
42.84,22.9686
44.06,22.7952
48.43,22.643
60.01,22.4183
57.5,22.276
40.18,22.74
83.27,23.6008
53.69,24.0741
26.08,24.6266
111.35,25.7079
62.77,25.8521
30.92,24.1577
59.23,25.0925
18.97,24.7422
46.8,24.6314
43.48,24.6141
75.77,24.3678
0.62,25.0236
24.6,24.7901
34.63,25.5236
29.74,25.2668
-27.24,24.2746
14.53,24.1458
50.22,24.1663
-77.66,25.1787
34.94,25.0669
117.7,25.1683
-15.7,24.2935
114.83,24.9788
43.91,26.5869
-7.61,25.7853
-176.14,24.0724
51.01,25.0287
47.12,24.9147
-123.59,23.8624
127.13,24.902
221.16,26.4288
52.16,26.789
37.43,26.7794
-10.17,26.2811
5.74,25.4156
47.77,25.8131
-137.84,23.6579
-18.76,23.0607
10.47,23.9148
18.88,23.7614
-13.1,23.8024
56.67,24.764
10.18,24.1156
63.86,24.4161
-89.9,23.5687
63.06,24.1527
248.67,26.1417
-48.53,25.3898
70.75,26.1504
-25.45,25.6054
-15.17,25.243
192.13,26.2739
